"_","Name","Name_Field__c","Is_Tooling__c"
"[Metadata_Definition__c]","AIReplyRecommendationsSettings","FullName","true"
"[Metadata_Definition__c]","CustomerDataPlatformSettings","FullName","true"
"[Metadata_Definition__c]","EventSettings","FullName","true"
"[Metadata_Definition__c]","RecordPageSettings","FullName","true"
"[Metadata_Definition__c]","IdeasSettings","FullName","true"
"[Metadata_Definition__c]","OauthOidcSettings","FullName","true"
"[Metadata_Definition__c]","WarrantyLifecycleMgmtSettings","FullName","true"
"[Metadata_Definition__c]","ObjectLinkingSettings","FullName","true"
"[Metadata_Definition__c]","TrailheadSettings","FullName","true"
"[Metadata_Definition__c]","AnalyticsSettings","FullName","true"
"[Metadata_Definition__c]","UserInterfaceSettings","FullName","true"
"[Metadata_Definition__c]","ServiceCloudVoiceSettings","FullName","true"
"[Metadata_Definition__c]","PredictionBuilderSettings","FullName","true"
"[Metadata_Definition__c]","OmniChannelPricingSettings","FullName","true"
"[Metadata_Definition__c]","EmailServicesFunction","FunctionName","false"
"[Metadata_Definition__c]","ApexClass","Name","true"
"[Metadata_Definition__c]","BusinessProcess","Name","true"
"[Metadata_Definition__c]","ApexComponent","Name","true"
"[Metadata_Definition__c]","ExternalString","Name","true"
"[Metadata_Definition__c]","CallCenter","Name","false"
"[Metadata_Definition__c]","Layout","Name","true"
"[Metadata_Definition__c]","PermissionSet","Name","true"
"[Metadata_Definition__c]","ApexPage","Name","true"
"[Metadata_Definition__c]","WorkflowFieldUpdate","Name","true"
"[Metadata_Definition__c]","OmniDataTransform","Name","false"
"[Metadata_Definition__c]","HomePageComponent","Name","true"
"[Metadata_Definition__c]","HomePageLayout","Name","true"
"[Metadata_Definition__c]","StaticResource","Name","true"
"[Metadata_Definition__c]","WorkflowRule","Name","true"
"[Metadata_Definition__c]","RecordType","Name","true"
"[Metadata_Definition__c]","EmailTemplate","Name","true"
"[Metadata_Definition__c]","ApexTrigger","Name","true"
"[Metadata_Definition__c]","WorkflowOutboundMessage","Name","true"
"[Metadata_Definition__c]","SlaProcess","Name","false"
"[Metadata_Definition__c]","AutoResponseRule","Name","false"
"[Metadata_Definition__c]","Community","Name","false"
"[Metadata_Definition__c]","EntitlementTemplate","Name","false"
"[Metadata_Definition__c]","MilestoneType","Name","false"
"[Metadata_Definition__c]","PostTemplate","Name","true"
"[Metadata_Definition__c]","OmniProcess","Name","false"
"[Metadata_Definition__c]","OmniUiCard","Name","false"
"[Metadata_Definition__c]","Profile","Name","true"
"[Metadata_Definition__c]","WebLink","Name","true"
"[Metadata_Definition__c]","CallCoachingMediaProvider","ProviderName","false"
"[Metadata_Definition__c]","ApexTestSuite","TestSuiteName","true"
"[Metadata_Definition__c]","ValidationRule","ValidationName","true"
